candidate_id,skills,qualification,experience_level,job_role
305,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
306,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
307,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
308,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
309,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
310,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
311,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
312,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
313,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
314,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
315,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
316,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
317,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
318,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
319,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
320,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
321,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
322,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
323,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
324,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
325,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
326,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
327,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
328,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
329,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
330,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
331,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
332,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
333,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
334,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
335,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
336,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
337,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
338,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
339,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
340,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
341,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
342,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
343,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
344,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
345,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
346,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
347,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
348,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
349,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
350,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
351,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
352,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
353,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
354,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
355,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
356,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
357,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
358,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
359,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
360,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
361,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
362,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
363,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
364,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
365,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
366,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
367,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
368,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
369,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
370,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
371,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
372,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
373,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
374,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
375,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
376,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
377,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
378,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
379,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
380,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
381,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
382,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
383,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
384,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
385,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
386,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
387,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
388,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
389,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
390,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
391,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
392,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
393,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
394,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
395,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
396,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
397,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
398,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
399,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
400,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
401,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
402,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
403,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
404,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
405,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
406,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
407,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
408,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
409,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
410,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
411,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
412,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
413,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
414,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
415,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
416,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
417,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
418,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
419,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
420,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
421,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
422,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
423,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
424,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
425,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
426,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
427,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
428,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
429,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
430,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
431,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
432,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
433,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
434,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
435,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
436,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
437,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
438,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
439,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
440,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
441,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
442,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
443,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
444,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
445,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
446,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
447,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
448,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
449,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
450,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
451,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
452,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
453,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
454,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
455,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
456,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
457,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
458,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
459,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
460,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
461,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
462,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
463,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
464,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
465,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
466,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
467,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
468,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
469,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
470,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
471,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
472,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
473,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
474,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
475,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
476,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
477,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
478,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
479,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
480,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
481,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
482,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
483,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
484,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
485,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
486,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
487,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
488,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
489,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
490,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
491,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
492,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
493,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
494,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
495,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
496,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
497,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
498,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
499,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
500,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
501,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
502,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
503,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
504,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
505,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
506,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
507,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
508,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
509,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
510,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
511,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
512,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
513,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
514,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
515,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
516,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
517,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
518,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
519,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
520,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
521,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
522,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
523,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
524,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
525,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
526,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
527,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
528,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
529,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
530,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
531,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
532,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
533,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
534,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
535,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
536,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
537,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
538,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
539,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
540,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
541,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
542,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
543,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
544,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
545,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
546,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
547,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
548,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
549,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
550,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
551,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
552,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
553,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
554,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
555,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
556,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
557,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
558,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
559,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
560,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
561,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
562,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
563,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
564,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
565,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
566,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
567,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
568,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
569,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
570,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
571,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
572,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
573,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
574,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
575,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
576,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
577,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
578,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
579,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
580,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
581,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
582,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
583,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
584,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
585,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
586,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
587,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
588,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
589,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
590,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
591,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
592,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
593,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
594,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
595,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
596,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
597,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
598,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
599,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
600,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
601,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
602,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
603,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
604,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
605,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
606,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
607,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
608,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
609,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
610,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
